Control No.,PRE:1. Magkano ang babayaran para sa bakuna laban sa COVID-19?,PRE:2. Sino sa mga sumusunod ang hindi kabilang sa mga unang prayoridad (Priority Group A) sa pagkuha ng bakuna?,PRE:3. Sino sa mga sumusunod ang hindi kabilang sa mga pangalawang prayoridad (Priority Group B) sa pagkuha ng bakuna?,PRE:4. Posible bang mag positibo pagkatapos ng bakuna?,PRE:5. Lahat ay side effects ng bakuna laban sa COVID-19 maliban sa alin sa mga sumusunod?,PRE:6. Magkaka COVID-19 ba ang isang tao nang dahil sa pagkuha ng bakuna?,PRE:7. Nagdudulot ba ng autism ang mga bakuna?,PRE:8. Alin sa mga sumusunod ang HINDI epekto ng pagkuha ng bakuna laban sa COVID-19?,PRE:9. Sino ang mga pwedeng makakuha ng bakuna?,PRE:10. Kailangan pa ba magpabakuna kahit ang ibang mga tao ay nabakunahan na?,PRE:11. Ligtas ba ang bakuna laban sa COVID-19,PRE:12. Magpopositibo ba ang isang tao sa viral test pagkatapos magpabakuna laban sa COVID-19?,PRE:13. Ang mga bakuna ng mga kemikal na nakakasama sa katawan,PRE:14. Ang COVID-19 ay isang sakit na hindi maaaring labanan at patuloy na kakalat sa buong mundo,PRE:15. Pabor ka bang magpabakuna,POST:1. Magkano ang babayaran para sa bakuna laban sa COVID-19?,POST:2. Sino sa mga sumusunod ang hindi kabilang sa mga unang prayoridad (Priority Group A) sa pagkuha ng bakuna?,POST:3. Sino sa mga sumusunod ang hindi kabilang sa mga pangalawang prayoridad (Priority Group B) sa pagkuha ng bakuna?,POST:4. Posible bang mag positibo pagkatapos ng bakuna?,POST:5. Lahat ay side effects ng bakuna laban sa COVID-19 maliban sa alin sa mga sumusunod?,POST:6. Magkaka COVID-19 ba ang isang tao nang dahil sa pagkuha ng bakuna?,POST:7. Nagdudulot ba ng autism ang mga bakuna?,POST:8. Alin sa mga sumusunod ang HINDI epekto ng pagkuha ng bakuna laban sa COVID-19?,POST:9. Sino ang mga pwedeng makakuha ng bakuna?,POST:10. Kailangan pa ba magpabakuna kahit ang ibang mga tao ay nabakunahan na?,POST:11. Ligtas ba ang bakuna laban sa COVID-19,POST:12. Magpopositibo ba ang isang tao sa viral test pagkatapos magpabakuna laban sa COVID-19?,POST:13. Ang mga bakuna ng mga kemikal na nakakasama sa katawan,POST:14. Ang COVID-19 ay isang sakit na hindi maaaring labanan at patuloy na kakalat sa buong mundo,POST:15. Pabor ka bang magpabakuna
164,,Person with Commorbidities,estudyante,"Oo, pareho sa PCR at antigen test",Pamamaga ng tinurukan,,,Dagdag proteksyon sa taong nabakunahan,,"Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo,"Wala, libre ito sa prayoridad na grupo",Teachers,estudyante,"Oo, pareho sa PCR at antigen test",,"Oo, ngunit maliit lamang ang posibilidad","Oo, lalo na yung mga bulnerable sa sakit",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito",,"Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Tama, dahil ang mga virus ay napakahirap patayin at tanggalin sa Sistema",Oo
165,"Wala, libre ito sa prayoridad na grupo",Person with Commorbidities,,Hindi posibleng mag positibo sa mga viral test na sinabi,Pagkapagod,,"Oo, lalo na yung mga bulnerable sa sakit",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,Medical frontliners lamang ang pwede,"Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Hindi, ito ay nagdudulot lamang ng dagdag sakit at komplikasyon","Oo, dahil nagdudulot ng COVID-19 na impeksiyon ang bakuna","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo,"Wala, libre ito sa prayoridad na grupo",Teachers,,"Oo, pareho sa PCR at antigen test",Pagkawala ng pang amoy,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo
169,"Wala, libre ito sa prayoridad na grupo",Teachers,estudyante,"Oo, pareho sa PCR at antigen test",Pagkawala ng pang amoy,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo,"Wala, libre ito sa prayoridad na grupo",Teachers,estudyante,"Oo, pareho sa PCR at antigen test",Pagkawala ng pang amoy,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo
136,"Wala, libre ito sa prayoridad na grupo",Medical  frontliners,estudyante,"Oo, pareho sa PCR at antigen test",Pamamaga ng tinurukan,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",,"Wala, libre ito sa prayoridad na grupo",Medical  frontliners,estudyante,"Oo, pareho sa PCR at antigen test",Pamamaga ng tinurukan,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",
12,"Wala, libre ito sa prayoridad na grupo",Teachers,estudyante,Hindi posibleng mag positibo sa mga viral test na sinabi,Pagkawala ng pang amoy,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo,,,,,,,,,,,,,,,
9,"Wala, libre ito sa prayoridad na grupo",Person with Commorbidities,estudyante,Hindi posibleng mag positibo sa mga viral test na sinabi,Pamamaga ng tinurukan,"Oo, symptomatic na COVID-19","Oo, mayroong maliit na pagkakataon",Makatutulong sa pagtapos ng pandemya,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Hindi na, dahil parang protektado ka na rin kapag ang nasa paligid mo ay bakunado na","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Tama, dahil ang mga virus ay napakahirap patayin at tanggalin sa Sistema",Oo,"Wala, libre ito sa prayoridad na grupo",Person with Commorbidities,estudyante,Hindi posibleng mag positibo sa mga viral test na sinabi,Pamamaga ng tinurukan,"Oo, symptomatic na COVID-19","Oo, mayroong maliit na pagkakataon",Makatutulong sa pagtapos ng pandemya,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Hindi na, dahil parang protektado ka na rin kapag ang nasa paligid mo ay bakunado na","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Tama, dahil ang mga virus ay napakahirap patayin at tanggalin sa Sistema",Oo
141,Php 1000 sa dalawang dose,Teachers,estudyante,"Oo, ngunit sa PCR test lamang",Pamamaga ng tinurukan,"Oo, ngunit maliit lamang ang posibilidad","Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Tama, dahil ang mga virus ay napakahirap patayin at tanggalin sa Sistema",Hindi,"Wala, libre ito sa prayoridad na grupo",Teachers,estudyante,"Oo, pareho sa PCR at antigen test",Pamamaga ng tinurukan,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Dagdag proteksyon sa taong nabakunahan,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Tama, dahil ang mga virus ay napakahirap patayin at tanggalin sa Sistema",Hindi
219,"Wala, libre ito sa prayoridad na grupo",Medical  frontliners,Social workers tulad ng guro,"Oo, pareho sa PCR at antigen test",Pamamaga ng tinurukan,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Oo, mataas ang posibilidad na magkaroon ng autism",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Tama, dahil ang mga virus ay napakahirap patayin at tanggalin sa Sistema",Oo,"Wala, libre ito sa prayoridad na grupo",Teachers,estudyante,Hindi posibleng mag positibo sa mga viral test na sinabi,Lagnat,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo
90,"Wala, libre ito sa prayoridad na grupo",Medical  frontliners,OFWs,"Oo, ngunit sa PCR test lamang",Lagnat,"Oo, ngunit maliit lamang ang posibilidad","Oo, mataas ang posibilidad na magkaroon ng autism",Makatutulong sa pagtapos ng pandemya,Medical frontliners lamang ang pwede,"Hindi na, dahil parang protektado ka na rin kapag ang nasa paligid mo ay bakunado na","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Hindi,"Wala, libre ito sa prayoridad na grupo",Teachers,OFWs,Hindi posibleng mag positibo sa mga viral test na sinabi,Lagnat,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Hindi
32,"Wala, libre ito sa prayoridad na grupo",Medical  frontliners,Social workers tulad ng guro,"Oo, pareho sa PCR at antigen test",Pamamaga ng tinurukan,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Oo, mataas ang posibilidad na magkaroon ng autism",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Tama, dahil ang mga virus ay napakahirap patayin at tanggalin sa Sistema",Oo,"Wala, libre ito sa prayoridad na grupo",Teachers,estudyante,Hindi posibleng mag positibo sa mga viral test na sinabi,Lagnat,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo
60,"Wala, libre ito sa prayoridad na grupo",Medical  frontliners,estudyante,Hindi posibleng mag positibo sa mga viral test na sinabi,Pamamaga ng tinurukan,"Oo, ngunit maliit lamang ang posibilidad","Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Hindi na, dahil parang protektado ka na rin kapag ang nasa paligid mo ay bakunado na","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Tama, dahil ang mga virus ay napakahirap patayin at tanggalin sa Sistema",Oo,"Wala, libre ito sa prayoridad na grupo",Teachers,estudyante,Hindi posibleng mag positibo sa mga viral test na sinabi,Lagnat,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo
120,"Wala, libre ito sa prayoridad na grupo",Medical  frontliners,OFWs,"Oo, ngunit sa PCR test lamang",Pagkawala ng pang amoy,Oo ngunit asymptomatic lamang,"Oo, lalo na yung mga bulnerable sa sakit",Dagdag proteksyon sa taong nabakunahan,Medical frontliners lamang ang pwede,"Hindi na, dahil parang protektado ka na rin kapag ang nasa paligid mo ay bakunado na","Hindi, ito ay nagdudulot lamang ng dagdag sakit at komplikasyon","Oo, dahil nagdudulot ng COVID-19 na impeksiyon ang bakuna","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Hindi,"Wala, libre ito sa prayoridad na grupo",Teachers,estudyante,Hindi posibleng mag positibo sa mga viral test na sinabi,Lagnat,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo
58,"Wala, libre ito sa prayoridad na grupo",Medical  frontliners,estudyante,Hindi posibleng mag positibo sa mga viral test na sinabi,Pamamaga ng tinurukan,"Oo, ngunit maliit lamang ang posibilidad","Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Hindi na, dahil parang protektado ka na rin kapag ang nasa paligid mo ay bakunado na","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Oo, ang mga kemikal na ito ay nagbubunga ng alerhiya sa katawan","Tama, dahil ang mga virus ay napakahirap patayin at tanggalin sa Sistema",Oo,"Wala, libre ito sa prayoridad na grupo",Teachers,estudyante,Hindi posibleng mag positibo sa mga viral test na sinabi,Lagnat,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo
221,"Wala, libre ito sa prayoridad na grupo",Medical  frontliners,Social workers tulad ng guro,"Oo, pareho sa PCR at antigen test",Pamamaga ng tinurukan,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Oo, mataas ang posibilidad na magkaroon ng autism",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Tama, dahil ang mga virus ay napakahirap patayin at tanggalin sa Sistema",Oo,"Wala, libre ito sa prayoridad na grupo",Teachers,estudyante,Hindi posibleng mag positibo sa mga viral test na sinabi,Lagnat,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo
185,Php 1000 sa dalawang dose,Medical  frontliners,Government workers,"Oo, ngunit sa antigen test lamang",Pagkawala ng pang amoy,Oo ngunit asymptomatic lamang,"Oo, lalo na yung mga bulnerable sa sakit",Dagdag proteksyon din para sa pamilya at mga kasama ng taong nabakunahan,"Frontliners, senior citizens, at mga OFW lang ang pwede","Hindi na, dahil parang protektado ka na rin kapag ang nasa paligid mo ay bakunado na","Hindi, ito ay nagdudulot lamang ng dagdag sakit at komplikasyon","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo,"Wala, libre ito sa prayoridad na grupo",Teachers,estudyante,Hindi posibleng mag positibo sa mga viral test na sinabi,Lagnat,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo
183,Php 1000 sa dalawang dose,Medical  frontliners,Government workers,"Oo, ngunit sa antigen test lamang",Pagkawala ng pang amoy,Oo ngunit asymptomatic lamang,"Oo, lalo na yung mga bulnerable sa sakit",Dagdag proteksyon din para sa pamilya at mga kasama ng taong nabakunahan,"Frontliners, senior citizens, at mga OFW lang ang pwede","Hindi na, dahil parang protektado ka na rin kapag ang nasa paligid mo ay bakunado na","Hindi, ito ay nagdudulot lamang ng dagdag sakit at komplikasyon","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo,"Wala, libre ito sa prayoridad na grupo",Teachers,estudyante,,Lagnat,Hindi nakukuha ang COVID-19 dahil sa bakuna,"Hindi, walang ebidensiya tungkol dito",Mas lumalala at tumatagal ang pandemyang sitwasyon natin ngayon,"Lahat ay pwede, ngunit may prayoridad na kailangan sundin dahil sa limitadong suplay","Oo, upang maabot ang herd immunity kung saan kakaunti na lamang ang makakahawa at mahahawa sa sakit","Oo, napatunayan na ng madaming clinical trials na ligtas ito","Hindi, dahil ang PCR at antigen na viral test ay para sa kasalukuyang impeksyon lamang","Hindi, dahil ang lahat ng kemikal kasama sa bakuna ay napatunayang ligtas na gamitin","Mali, dahil kayang labanan ng mga bakuna ang COVID-19 gamit ang antibodies na dulot ng pagpabakuna",Oo
